placeId,address,category,phone,googleUrl,bizWebsite,storeName,ratingText,stars,numberOfReviews
place,"CS Mandiri_(.O811_331316, Jl. Gereja Theresia No.45 7, RT.7/RW.4(021) 3928625","Bank Mandiri Jakarta Menteng  5,0(21)Bank",,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Menteng/data=!4m7!3m6!1s0x2e69f424bd240485:0xa8dc6141b796097b!8m2!3d-6.190939!4d106.8283657!16s%2Fg%2F1ygbb6s6j!19sChIJhQQkvST0aS4RewmWt0Fh3Kg?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Menteng,5.0(21),,
place,"Graha Iskandarsyah, Jl. Iskandarsyah Raya No.66 5, RT.5/RW.2Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Iskandarsyah  5,0(32)Bank",(021) 2702711,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Iskandarsyah/data=!4m7!3m6!1s0x2e69f16f8611f7ff:0x8cd417b22cf3f206!8m2!3d-6.2435503!4d106.8037181!16s%2Fg%2F1tdhhb79!19sChIJ__cRhm_xaS4RBvLzLLIX1Iw?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Iskandarsyah,5.0(32),,
place,"Jl. M.H. Thamrin Kav. 3, Kebon Melati, Tanah Abang, RT.10/RW.10Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Menara Thamrin  4,8(64)Bank",(021) 2303860,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Menara+Thamrin/data=!4m7!3m6!1s0x2e69f426b492373d:0xff5b24b4932baa10!8m2!3d-6.18557!4d106.822259!16s%2Fg%2F1tx75t6h!19sChIJPTeStCb0aS4REKork7QkW_8?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Menara Thamrin,4.8(64),,
place,"Jalan Letjen Mt. Haryono Kav. 17, RT.11/RW.5Tutup ⋅ Buka Sen pukul 09.00","Bank Mandiri Jakarta M.T. Haryono  4,6(141)Bank",(021) 8291043,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+M.T.+Haryono/data=!4m7!3m6!1s0x2e69f3a6f24866e5:0x51b6709a39e268d!8m2!3d-6.2425801!4d106.8520082!16s%2Fg%2F1tcwzyqg!19sChIJ5WZI8qbzaS4RjSaeowlnGwU?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta M.T. Haryono,4.6(141),,
place,"Sahid Sudirman Centre, Jl. Jenderal Sudirman No.86 10, RT.10/RW.11Tutup ⋅ Buka Sen pukul 08.30","JTrust Bank - Kantor Cabang Jakarta - Sudirman  3,8(44)Bank",(021) 1500615,https://www.google.com/maps/place/JTrust+Bank+-+Kantor+Cabang+Jakarta+-+Sudirman/data=!4m7!3m6!1s0x2e69f401e8cea36b:0x69e1082e9dfb0ba7!8m2!3d-6.2108484!4d106.818483!16s%2Fg%2F11c3_4b_17!19sChIJa6PO6AH0aS4Rpwv7nS4I4Wk?authuser=0&hl=id&rclk=1,,JTrust Bank - Kantor Cabang Jakarta - Sudirman,3.8(44),,
place,Jl. Wahidin II No.3Tutup ⋅ Buka Sen pukul 08.00,"Mandiri KCP Jakarta KPPN II  4,9(106)Bank",(021) 3850159,https://www.google.com/maps/place/Mandiri+KCP+Jakarta+KPPN+II/data=!4m7!3m6!1s0x2e69f5c97a708b11:0x6cd8f0f45beee605!8m2!3d-6.168318!4d106.838105!16s%2Fg%2F1trlfccj!19sChIJEYtwesn1aS4RBebuW_Tw2Gw?authuser=0&hl=id&rclk=1,,Mandiri KCP Jakarta KPPN II,4.9(106),,
place,"Bkpm, RT.7/RW.1Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta BKPM  4,8(43)Bank",(021) 5225828,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+BKPM/data=!4m7!3m6!1s0x2e69f3e22c7c1b21:0x2c91d663f921116a!8m2!3d-6.2266117!4d106.8162915!16s%2Fg%2F1tfz7m08!19sChIJIRt8LOLzaS4RahEh-WPWkSw?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta BKPM,4.8(43),,
place,"Jl. Gatot Subroto No.73, RT.1/RW.1Tutup ⋅ Buka Sen pukul 09.00","Bank Mandiri Jakarta Gedung Bidakara  4,6(124)Bank",(021) 83793115,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Gedung+Bidakara/data=!4m7!3m6!1s0x2e69f3c0a9cb9463:0x2da5354f7dcc12f4!8m2!3d-6.2417303!4d106.8414033!16s%2Fg%2F1pv1rvwql!19sChIJY5TLqcDzaS4R9BLMfU81pS0?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Gedung Bidakara,4.6(124),,
place,"Jl. Tanah Abang Timur No.1 2, RT.2/RW.3Tutup ⋅ Buka Sen pukul 09.00","Bank Mandiri Jakarta Kebon Sirih  4,4(180)Bank",(021) 2311800,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Kebon+Sirih/data=!4m7!3m6!1s0x2e69f42af84e82ad:0xfb5c814ad14564be!8m2!3d-6.176564!4d106.8207126!16s%2Fg%2F1tdv2_82!19sChIJrYJO-Cr0aS4RvmRF0UqBXPs?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Kebon Sirih,4.4(180),,
place,"VW45+RXP, Jl. Boulevard Timur, RT.7/RW.16","Bank Jasa Jakarta  1,0(1)Bank",,https://www.google.com/maps/place/Bank+Jasa+Jakarta/data=!4m7!3m6!1s0x2e69f538ee2d6241:0x4391e3ea04ea1fc1!8m2!3d-6.1429231!4d106.9099507!16s%2Fg%2F1hf119y56!19sChIJQWIt7jj1aS4RwR_qBOrjkUM?authuser=0&hl=id&rclk=1,,Bank Jasa Jakarta,1.0(1),,
place,"Jl. Jatinegara Barat No. 142 AB, Kampung Melayu, Jatinegara, Jl. Jatinegara Bar., RT.10/RW.1Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Jatinegara Barat  4,6(72)Bank",(021) 8199747,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Jatinegara+Barat/data=!4m7!3m6!1s0x2e69f38004042da9:0xb77beb2c1dab75d5!8m2!3d-6.2221057!4d106.8655067!16s%2Fg%2F1twzz3np!19sChIJqS0EBIDzaS4R1XWrHSzre7c?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Jatinegara Barat,4.6(72),,
place,"Jl. M.H. Thamrin No.59 9, RT.9/RW.5Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Wisma Nusantara  4,7(65)Bank",(021) 2300517,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Wisma+Nusantara/data=!4m7!3m6!1s0x2e69f4217df7aef7:0x3e6730eb3964d6f1!8m2!3d-6.1939728!4d106.8236813!16s%2Fg%2F1q6294p1p!19sChIJ9673fSH0aS4R8dZkOeswZz4?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Wisma Nusantara,4.7(65),,
place,"Jl. Jemb. Batu No.1 4, RT.4/RW.66922004","Bank Mandir Region 3 Jakarta kota  5,0(4)Bank",,https://www.google.com/maps/place/Bank+Mandir+Region+3+Jakarta+kota/data=!4m7!3m6!1s0x2e69f601c050ea75:0x9ca830a690d37e3f!8m2!3d-6.1370973!4d106.8135686!16s%2Fg%2F11c2pvylw2!19sChIJdepQwAH2aS4RP37TkKYwqJw?authuser=0&hl=id&rclk=1,,Bank Mandir Region 3 Jakarta kota,5.0(4),,
place,"Jl. Pinangsia II No.3 D 12, RT.12/RW.5Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Pinangsia  4,6(24)Bank",(021) 6011029,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Pinangsia/data=!4m7!3m6!1s0x2e69f60754fb1057:0x27d4aeeea7eb49c!8m2!3d-6.1399154!4d106.8147274!16s%2Fg%2F1td8w737!19sChIJVxD7VAf2aS4RnLR-6u5KfQI?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Pinangsia,4.6(24),,
place,"Gandaria City Mall, UG M-U 35 Jl. Sultan Iskandar Muda, Jl. Arteri Pd. Indah, RT.10/RW.6Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Gandaria City  4,6(107)Bank",(021) 29008044,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Gandaria+City/data=!4m7!3m6!1s0x2e69f1174e760193:0xc77f32092fa2e7d4!8m2!3d-6.2437201!4d106.7843238!16s%2Fg%2F1yfprrzgt!19sChIJkwF2ThfxaS4R1OeiLwkyf8c?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Gandaria City,4.6(107),,
place,"Jl. Sukarjo Wiryopranoto No.44, RT.1/RW.1Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Sawah Besar  4,4(23)Bank",(021) 3452699,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Sawah+Besar/data=!4m7!3m6!1s0x2e69f5dbf1532eed:0xe558e5c6e76d55c1!8m2!3d-6.1611772!4d106.824764!16s%2Fg%2F1ygbb6yqj!19sChIJ7S5T8dv1aS4RwVVt58blWOU?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Sawah Besar,4.4(23),,
place,Jl. Pemuda No.706 Blok W KavTutup ⋅ Buka Sen pukul 08.00,"IBK Bank Indonesia KCP Rawamangun  5,0(1)Bank",(021) 22483240,https://www.google.com/maps/place/IBK+Bank+Indonesia+KCP+Rawamangun/data=!4m7!3m6!1s0x2e69f505a75858f7:0xeefd01b8db7e66a7!8m2!3d-6.1936468!4d106.8955689!16s%2Fg%2F11ppb972jt!19sChIJ91hYpwX1aS4Rp2Z-27gB_e4?authuser=0&hl=id&rclk=1,,IBK Bank Indonesia KCP Rawamangun,5.0(1),,
place,"Jl. Senen Raya No. 135, Ruko Segitiga Senen Blok E-21/22, RT.6/RW.2Tutup ⋅ Buka Sen pukul 08.00","Mandiri Unit Mikro Jakarta Atrium Senen  4,8(127)Bank",(021) 3852370,https://www.google.com/maps/place/Mandiri+Unit+Mikro+Jakarta+Atrium+Senen/data=!4m7!3m6!1s0x2e69f44aa0007b4b:0x6d2fbcec617971af!8m2!3d-6.1748673!4d106.8410623!16s%2Fg%2F1tf8qj7x!19sChIJS3sAoEr0aS4Rr3F5Yey8L20?authuser=0&hl=id&rclk=1,,Mandiri Unit Mikro Jakarta Atrium Senen,4.8(127),,
place,"Jl. Kuningan Mulia No.9B, RT.6/RW.1Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Multivision Tower  4,6(32)Bank",(021) 29380058,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Multivision+Tower/data=!4m7!3m6!1s0x2e69f45df58561ad:0x426e267f78280ec2!8m2!3d-6.2118325!4d106.8335059!16s%2Fg%2F1ygbb8bdn!19sChIJrWGF9V30aS4Rwg4oeH8mbkI?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Multivision Tower,4.6(32),,
place,"Jl. Tubagus Angke No. 178, Komp. Permata Kota Blok A No. 6, Pejagalan, Penjaringan, RT.10/RW.1Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri  4,7(33)Bank",(021) 66674272,https://www.google.com/maps/place/Bank+Mandiri/data=!4m7!3m6!1s0x2e69f618eaddb90f:0x932f69a2a380861f!8m2!3d-6.1416759!4d106.7992303!16s%2Fg%2F1tj3ncj3!19sChIJD7nd6hj2aS4RH4aAo6JpL5M?authuser=0&hl=id&rclk=1,,Bank Mandiri,4.7(33),,
place,"Jl. Hayam Wuruk, RT.6/RW.2Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta KP BPKP  4,9(10)Bank",(021) 3866724,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+KP+BPKP/data=!4m7!3m6!1s0x2e69f5dfe4800823:0x8215e9be19d35b06!8m2!3d-6.1638838!4d106.8204927!16s%2Fg%2F1tz7r6y7!19sChIJIwiA5N_1aS4RBlvTGb7pFYI?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta KP BPKP,4.9(10),,
place,"Hub_cs_0812_7290_8668,Panin Tower 5th Floor Senayan City, Jl. Asia Afrika No.Lot 19, RT.1/RW.3Tutup ⋅ Buka Sen pukul 08.00","Bank Kaltim Kantor Cabang Jakarta  4,1(13)Bank",(021) 72781848,https://www.google.com/maps/place/Bank+Kaltim+Kantor+Cabang+Jakarta/data=!4m7!3m6!1s0x2e69f6b4dcd6de3d:0x7e847fd1013fefe1!8m2!3d-6.2267224!4d106.7976099!16s%2Fg%2F1pzr4979j!19sChIJPd7W3LT2aS4R4e8_AdF_hH4?authuser=0&hl=id&rclk=1,,Bank Kaltim Kantor Cabang Jakarta,4.1(13),,
place,"Graha Irama Lantai DasarJl. H.R. Rasuna Said Kav. X-1, No. 1-2, Kuningan Timur, Setiabudi, RT.1/RW.2Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Graha Irama  4,8(30)Bank",(021) 52964180,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Graha+Irama/data=!4m7!3m6!1s0x2e69f3f7dc15b0f9:0xdfc59ac038f042fd!8m2!3d-6.2336713!4d106.831741!16s%2Fg%2F1tfn5bmf!19sChIJ-bAV3PfzaS4R_ULwOMCaxd8?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Graha Irama,4.8(30),,
place,"Jl. Pemuda 708-709 Jati Pulo Gadung Jakarta Timur DKI Jakarta, RT.2/RW.7(021) 4705590","PT. Bank Negara Indonesia Persero Tbk  5,0(1)Bank",,https://www.google.com/maps/place/PT.+Bank+Negara+Indonesia+Persero+Tbk/data=!4m7!3m6!1s0x2e69f4c9cb2f393f:0xe4d68b040a5bef8b!8m2!3d-6.1931861!4d106.9034374!16s%2Fg%2F1tsr5hy2!19sChIJPzkvy8n0aS4Ri-9bCgSL1uQ?authuser=0&hl=id&rclk=1,,PT. Bank Negara Indonesia Persero Tbk,5.0(1),,
place,"Jl. Pangeran Jayakarta No.73 1, RT.3/RW.6Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Pangeran Jayakarta  4,6(31)Bank",(021) 6299030,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Pangeran+Jayakarta/data=!4m7!3m6!1s0x2e69f5f0824fe859:0x35ea6b087917ae76!8m2!3d-6.139018!4d106.8226995!16s%2Fg%2F1tcy1r1h!19sChIJWehPgvD1aS4Rdq4XeQhr6jU?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Pangeran Jayakarta,4.6(31),,
place,"Jl. Wolter Monginsidi No. 123 D-E Rt/rw 001/02, Kel. Rawa Barat, Kec. Keb. Baru, RT.1/RW.2Tutup ⋅ Buka Sen pukul 09.00","Bank Muamalat KC Jakarta - Woltermonginsidi  4,8(35)Bank",(021) 7226767,https://www.google.com/maps/place/Bank+Muamalat+KC+Jakarta+-+Woltermonginsidi/data=!4m7!3m6!1s0x2e69f1674f623b7d:0x126d319820f7d8ba!8m2!3d-6.2386307!4d106.8169372!16s%2Fg%2F11r8c864k!19sChIJfTtiT2fxaS4Rutj3IJgxbRI?authuser=0&hl=id&rclk=1,,Bank Muamalat KC Jakarta - Woltermonginsidi,4.8(35),,
place,"Jl. Lap. Banteng Barat No.3, RW.4(021) 3504132","Bank Mandiri Jakarta Departemen Agama  4,9(67)Bank",,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Departemen+Agama/data=!4m7!3m6!1s0x2e69f5ced94657a1:0xd61205fdd9c867c!8m2!3d-6.1715341!4d106.8333653!16s%2Fg%2F1tcy1fg8!19sChIJoVdG2c71aS4RfIac3V8gYQ0?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Departemen Agama,4.9(67),,
place,"Wisma Tigris, Jl. Batu Ceper No. 19 DEF, Kebon Kelapa, Gambir, RT.15/RW.1(021) 3500229","Bank Mandiri Jakarta Batu Ceper  4,6(18)Bank",,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Batu+Ceper/data=!4m7!3m6!1s0x2e69f5d95d69d15d:0xc5024d626df30cd4!8m2!3d-6.1626473!4d106.8232967!16s%2Fg%2F1tdty5rx!19sChIJXdFpXdn1aS4R1AzzbWJNAsU?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Batu Ceper,4.6(18),,
place,"Jl. H. R. Rasuna Said, RT.3/RW.1Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri  4,8(52)Bank",(021) 2501256,https://www.google.com/maps/place/Bank+Mandiri/data=!4m7!3m6!1s0x2e69f3ec8f7ac20b:0x6daa598ce2fff06!8m2!3d-6.2137939!4d106.8313088!16s%2Fg%2F1tdhwjq7!19sChIJC8J6j-zzaS4RBv8vzpil2gY?authuser=0&hl=id&rclk=1,,Bank Mandiri,4.8(52),,
place,"World Trade Center 3, 27th Floor Jl. Jend. Sudirman No.Kav. 29-31, RT.4/RW.2 Kuningan, RT.8/RW.3Tutup ⋅ Buka Sen pukul 09.00","First Commercial Bank Jakarta Representative Office  5,0(2)Bank",(021) 30488788,https://www.google.com/maps/place/First+Commercial+Bank+Jakarta+Representative+Office/data=!4m7!3m6!1s0x2e69f329a3d0c895:0xdc3eae30ebe5a6c!8m2!3d-6.2155505!4d106.8214166!16s%2Fg%2F11h_z5q75_!19sChIJlcjQoynzaS4RbFq-DuPqww0?authuser=0&hl=id&rclk=1,,First Commercial Bank Jakarta Representative Office,5.0(2),,
place,"Gedung T-Tower, Jl. Gatot Subroto No.93, RT.2/RW.3(021) 2511448","bank bjb Kantor Cabang Khusus Jakarta  3,8(25)Bank",,https://www.google.com/maps/place/bank+bjb+Kantor+Cabang+Khusus+Jakarta/data=!4m7!3m6!1s0x2e69f5b287c12015:0x610035db4f8a7b1c!8m2!3d-6.2422309!4d106.837272!16s%2Fg%2F11h8c5133d!19sChIJFSDBh7L1aS4RHHuKT9s1AGE?authuser=0&hl=id&rclk=1,,bank bjb Kantor Cabang Khusus Jakarta,3.8(25),,
place,"3 Gedung Poulomas 1, Jl. Jenderal Ahmad Yani No.2, RT.3/RW.13Tutup ⋅ Buka Sen pukul 08.30","Bank Mandiri Jakarta Pulomas  4,5(63)Bank",(021) 4714815,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Pulomas/data=!4m7!3m6!1s0x2e69f4faaf491c2b:0xb7b288ce35d4fd8c!8m2!3d-6.1718832!4d106.8777645!16s%2Fg%2F1thjq8_6!19sChIJKxxJr_r0aS4RjP3UNc6Isrc?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Pulomas,4.5(63),,
place,"Jl. Budi Raya No.1, RT.1/RW.9Tutup ⋅ Buka Sen pukul 08.00","Micro Bank Mandiri - Branch Jakarta Kemanggisan  4,5(98)Bank",(021) 53666265,https://www.google.com/maps/place/Micro+Bank+Mandiri+-+Branch+Jakarta+Kemanggisan/data=!4m7!3m6!1s0x2e69f6e58b08b405:0xeca9d0804fca7071!8m2!3d-6.19225!4d106.782478!16s%2Fg%2F1tjvtb8j!19sChIJBbQIi-X2aS4RcXDKT4DQqew?authuser=0&hl=id&rclk=1,,Micro Bank Mandiri - Branch Jakarta Kemanggisan,4.5(98),,
place,"Jl. Kyai Maja No.51 B 4, RT.4/RW.1Tutup ⋅ Buka Sen pukul 08.00","Bank mandiri - Branch Jakarta Mayestik  4,8(73)Bank",(021) 7211466,https://www.google.com/maps/place/Bank+mandiri+-+Branch+Jakarta+Mayestik/data=!4m7!3m6!1s0x2e69f11526ceb5a7:0xaed1b48bc6512a0!8m2!3d-6.242019!4d106.790914!16s%2Fg%2F1tp8ftgc!19sChIJp7XOJhXxaS4RoBJlvEgb7Qo?authuser=0&hl=id&rclk=1,,Bank mandiri - Branch Jakarta Mayestik,4.8(73),,
place,"Tamara Centre, Suite 101, 102, 201 & 1101, Jl. Jend Sudirman Kav. 24, Karet, Setiabudi, RT.10/RW.1Tutup ⋅ Buka Sen pukul 09.00","Kantor Pusat Bank Of China Indonesia  3,2(49)Bank",(021) 5205502,https://www.google.com/maps/place/Kantor+Pusat+Bank+Of+China+Indonesia/data=!4m7!3m6!1s0x2e69f403b995c017:0x7da941f932f6ae79!8m2!3d-6.2121547!4d106.8205672!16s%2Fg%2F1ts2lys0!19sChIJF8CVuQP0aS4Rea72MvlBqX0?authuser=0&hl=id&rclk=1,,Kantor Pusat Bank Of China Indonesia,3.2(49),,
place,"Gedung Gajah Blok F-G, Jl. Dr. Saharjo No. 111, RT.1/RW.1, Tebet Barat, Tebet, RT.1/RW.1Tutup ⋅ Buka Sen pukul 09.00","Bank Mandiri Jakarta Saharjo  4,7(111)Bank",(021) 8293567,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Saharjo/data=!4m7!3m6!1s0x2e69f391fa054c4f:0xa4fb5b0f9cbcefbf!8m2!3d-6.226121!4d106.8478374!16s%2Fg%2F1tgw_g25!19sChIJT0wF-pHzaS4Rv--8nA9b-6Q?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Saharjo,4.7(111),,
place,"Jl. Raya Cilandak KKO No.112, RT.14/RW.5Tutup ⋅ Buka Sen pukul 08.00","Bank DKI KCP Cilandak  3,1(10)Bank",(021) 1500351,https://www.google.com/maps/place/Bank+DKI+KCP+Cilandak/data=!4m7!3m6!1s0x2e69ef113b5ff867:0xa01da36ee2369c67!8m2!3d-6.3057607!4d106.8142179!16s%2Fg%2F11qbg35rcr!19sChIJZ_hfOxHvaS4RZ5w24m6jHaA?authuser=0&hl=id&rclk=1,,Bank DKI KCP Cilandak,3.1(10),,
place,"Jl. K.H. Wahid Hasyim No.62 7, RT.7/RW.5Tutup ⋅ Buka Sen pukul 08.00","PT. Bank Sulselbar Cabang Jakarta  4,0(15)Bank",(021) 31931905,https://www.google.com/maps/place/PT.+Bank+Sulselbar+Cabang+Jakarta/data=!4m7!3m6!1s0x2e69f43ab2e93629:0x20d9132162687687!8m2!3d-6.1870977!4d106.8297745!16s%2Fg%2F11cjnnvby8!19sChIJKTbpsjr0aS4Rh3ZoYiET2SA?authuser=0&hl=id&rclk=1,,PT. Bank Sulselbar Cabang Jakarta,4.0(15),,
place,"Gedung Patrajasa, Jl. Jend. Gatot Subroto, Kav. 32-34, Kuningan Timur, Setiabudi, RT.6/RW.3Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Gedung Patrajasa  4,3(43)Bank",(021) 5251621,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Gedung+Patrajasa/data=!4m7!3m6!1s0x2e69f3e799cd3ab5:0x2051e967a1d376bd!8m2!3d-6.23372!4d106.8233999!16s%2Fg%2F1tdjmbdx!19sChIJtTrNmefzaS4RvXbToWfpUSA?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Gedung Patrajasa,4.3(43),,
place,"Jl. Pasar Senen No.16 17, RT.17/RW.3Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta Stasiun Senen  4,9(31)Bank",(021) 42887720,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Stasiun+Senen/data=!4m7!3m6!1s0x2e69f60106c12701:0x4295cd57e88c16b7!8m2!3d-6.1724787!4d106.8429201!16s%2Fg%2F1vnhvqfk!19sChIJASfBBgH2aS4RtxaM6FfNlUI?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Stasiun Senen,4.9(31),,
place,"Blok Q/IV, Jl. Cipaku I No.3, RT.1/RW.5Tutup ⋅ Buka pukul 08.00","Bank BRI KCP Cikajang Jakarta  4,1(70)Bank",1 500 017,https://www.google.com/maps/place/Bank+BRI+KCP+Cikajang+Jakarta/data=!4m7!3m6!1s0x2e69f1673fad633b:0xd1830792e1599370!8m2!3d-6.2396458!4d106.810709!16s%2Fg%2F1tf215_m!19sChIJO2OtP2fxaS4RcJNZ4ZIHg9E?authuser=0&hl=id&rclk=1,,Bank BRI KCP Cikajang Jakarta,4.1(70),,
place,"Jl. Prof. Dr. Latumeten No.1, RT.2/RW.1Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Kantor Kas Jakarta Sentra Latumenten  4,6(20)Bank",(021) 44460012,https://www.google.com/maps/place/Bank+Mandiri+Kantor+Kas+Jakarta+Sentra+Latumenten/data=!4m7!3m6!1s0x2e69f63e3a07764d:0x764f9f21c6eb64e5!8m2!3d-6.1562511!4d106.7919659!16s%2Fg%2F11b77k5cfs!19sChIJTXYHOj72aS4R5WTrxiGfT3Y?authuser=0&hl=id&rclk=1,,Bank Mandiri Kantor Kas Jakarta Sentra Latumenten,4.6(20),,
place,"Jl. Letjen S. Parman No.Kav 21, RT.11/RW.1Tutup ⋅ Buka Sen pukul 09.00","Bank Mandiri Jakarta Mal Ciputra  4,5(47)Bank",(021) 5669761,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+Mal+Ciputra/data=!4m7!3m6!1s0x2e69f65b3a68587b:0xc1e9461597fddc76!8m2!3d-6.1687257!4d106.7857944!16s%2Fg%2F1tgldfwq!19sChIJe1hoOlv2aS4Rdtz9lxVG6cE?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta Mal Ciputra,4.5(47),,
place,"JL. Pintu Air Raya 56 B - C, Jakarta 10720, RT.6/RW.1Tutup ⋅ Buka Sen pukul 08.00","BNI PASAR BARU JAKARTA  3,9(18)Bank",(021) 3811946,https://www.google.com/maps/place/BNI+PASAR+BARU+JAKARTA/data=!4m7!3m6!1s0x2e69f5cfc7df56f9:0xa1bc177c699ec220!8m2!3d-6.164217!4d106.832372!16s%2Fg%2F1tmd9cmd!19sChIJ-Vbfx8_1aS4RIMKeaXwXvKE?authuser=0&hl=id&rclk=1,,BNI PASAR BARU JAKARTA,3.9(18),,
place,Jl. Kramat Raya No.138Tutup ⋅ Buka Sen pukul 08.00,"BRI Kantor Cabang Jakarta Kramat  4,3(115)Bank",(021) 3100152,https://www.google.com/maps/place/BRI+Kantor+Cabang+Jakarta+Kramat/data=!4m7!3m6!1s0x2e69f446378b38d5:0xb18fcf6fb06d2da0!8m2!3d-6.1872082!4d106.8449735!16s%2Fg%2F1yh802596!19sChIJ1TiLN0b0aS4RoC1tsG_Pj7E?authuser=0&hl=id&rclk=1,,BRI Kantor Cabang Jakarta Kramat,4.3(115),,
place,"96, Jl. Kramat Raya No.94, RT.2/RW.9Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri KCP Jakarta Kramat Raya  4,4(57)Bank",(021) 3161938,https://www.google.com/maps/place/Bank+Mandiri+KCP+Jakarta+Kramat+Raya/data=!4m7!3m6!1s0x2e69f44626a9bcc9:0x65b7c412f312c92a!8m2!3d-6.1827611!4d106.8427854!16s%2Fg%2F1tg83s5b!19sChIJybypJkb0aS4RKskS8xLEt2U?authuser=0&hl=id&rclk=1,,Bank Mandiri KCP Jakarta Kramat Raya,4.4(57),,
place,"R.S. Kanker Dharmais, Jl. Let.Jend. S. Parman Kav. 84-88, Slipi, Kota Bambu Selatan, Palmerah, RT.4/RW.9Tutup ⋅ Buka Sen pukul 08.00","Bank Mandiri Jakarta R.S. Kanker Dharmais  4,6(44)Bank",(021) 56943409,https://www.google.com/maps/place/Bank+Mandiri+Jakarta+R.S.+Kanker+Dharmais/data=!4m7!3m6!1s0x2e69f68d777894cd:0xebe01fdd391fbb3e!8m2!3d-6.1857558!4d106.7976437!16s%2Fg%2F1td82j54!19sChIJzZR4d432aS4RPrsfOd0f4Os?authuser=0&hl=id&rclk=1,,Bank Mandiri Jakarta R.S. Kanker Dharmais,4.6(44),,
